id,picture,country,price,authority,date,org_fined,articleViolated,type,source,summary
454,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,4000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),NA,Vodafone România SA,"Art. 12 GDPR, Art. 15 GDPR, Art. 17 GDPR",Non-compliance with subjects' rights protection safeguards,NA,"<p>Several clients complained to the Romanian DPA (ANSPDCP) that Vodafone refused to respond to their requests for access and erasure of data. Moreover, the data controller could not offer any evidence for exoneration.</p>
"
455,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,5000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),NA,Dada Creation S.R.L.,"Art. 32 GDPR, Art. 33 GDPR",Failure to implement sufficient measures to ensure information security,NA,"<p>The company disclosed the delivery, order, and personal data of more than 1000 customers on its webstore, in a document that could be downloaded and accessed without access protection. This is a clear result of the inadequate organizational and technical measures taken. Moreover, the company also did not notify the data protection authority of this data breach.</p>
"
456,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,100000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),NA,Banca Transilvania SA,"Art. 5 (1) f) GDPR, Art. 32 (1), (2) GDPR",Non-compliance with lawful basis for data processing,NA,"<p>Banca Transilvania was fined EUR 100,000 by the Romanian DPA (ANSPDCP) for violating Art. 5 (1) f) GDPR, Art 32 (1) GDPR, and Art. 32 (2) GDPR. The DPA found out that the bank asked a customer to declare the intended purpose and use of a specific amount of money withdrawn from their personal account. The statement was submitted to the bank online, and it was forwarded to a couple of employees of the bank. One of the employees took a picture of the declaration and forwarded it via WhatsApp. Then, the document was also posted on Facebook and another website. Therefore, this resulted in the unauthorized disclosure and access of personal data concerning four data subjects, despite the bank’s commitment to observe the principles of integrity and confidentiality of personal data, under Art. 5 (1) f) GDPR. The Data Protection Authority also noticed that this data breach showcased how under-trained the Bank’s employees were with regard to the standards for data protection. The DPA obliged the Bank to implement stricter and more rigorous technical and organizational measures, as well as trainings for its employees, under Art. 32 GDPR.</p>
"
457,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,2000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),NA,S.C. C&V Water Control S.A.,"Art. 58 (1) a), e) GDPR, Art. 58 (2) i) GDPR",Failure to comply with Data Processing Authority's orders,NA,"<p>The company failed to comply with the Romanian Data Protection Authority’s requests for information, thus violating Art. 58 (1) a), e) GDPR and Art. 58 i) GDPR.</p>
"
458,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,1000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),NA,Qualitance QBS SA,Art. 32 GDPR,Failure to implement sufficient measures to ensure information security,NA,"<p>Qualitance QBS SA was fined EUR 1,000 by the Romanian DPA because it violated Art. 32 GDPR. The company sent information to 295 individuals by email, where it disclosed email addresses of all the other recipients. The ANSPDCP noticed that the company had not taken adequate security and organizational measures that would have ensured the confidentiality of the data subject’s personal data.</p>
"
459,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,3000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),NA,ING Bank,"Art. 5 (1) a)-d) GDPR, Art. 6 (1) GDPR",Non-compliance with lawful basis for data processing,NA,"<p>The Romanian DPA filed ING Bank N.V. Amsterdam – Bucharest Office with EUR 3,000 for unlawfully processing the personal data of a former customer without his consent (e-mail address, and name), as part of a procedure to update the customer’s data.</p>
"
460,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,60000,Spanish Data Protection Authority (AEPD),NA,"Vodafone España, SAU","Art. 5 GDPR, Art. 6 GDPR",Non-compliance with lawful basis for data processing,NA,"<p>One of Vodafone’s customers received electronic bills via email despite having terminated his contract, which was a processing personal data without sufficient legal basis.</p>
"
461,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,7800,Spanish Data Protection Authority (AEPD),NA,"Iweb Internet Learning, S.L.","Art. 7 GDPR, Art. 12 GDPR, Art. 13 GDPR",Failure to comply with data processing principles,NA,"<p>The company had a lack of information in the privacy policy section, and an inadequate obtainment of consent, since there was only a general type of consent without differentiating between various types of data processing purposes.</p>
"
462,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,60000,Spanish Data Protection Authority (AEPD),NA,"GLP Instalaciones 86, SL","Art. 5 GDPR, Art. 6 GDPR",Failure to comply with data processing principles,NA,"<p>The data subject wanted to install an air conditioning system, so he commissioned Naturgy Energy Group S.A. to do it. However, he was then contacted by two different companies, and one of them was GLP Instalaciones 86. They pretended to be Naturgy employees, yet the company denied this and further claimed that the two companies weren’t employees or collaborations of Naturgy. This resulted in the unlawful processing of personal data of the data subject, including the subject’s surname, telephone number, e-mail address, and bank details, without a sufficient legal basis.</p>
"
463,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,60000,Spanish Data Protection Authority (AEPD),NA,Xfera Moviles S.A.,"Art. 5 GDPR, Art. 6 GDPR",Failure to comply with data processing principles,NA,"<p>The company did not remove the data subject’s personal data when his/her telephone services contact was cancelled. Moreover, the company sent a warning to the data subject post-cancellation, which was an unlawful processing of the data subject’s personal data.</p>
"
464,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,3000,Spanish Data Protection Authority (AEPD),NA,"Venu Sanz Chef, S.L.","Art. 5 GDPR, Art. 6 GDPR",Failure to comply with data processing principles,NA,"<p>The company unlawfully used personal data for marketing purposes.</p>
"
465,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,3000,Spanish Data Protection Authority (AEPD),2020-03-10,"Avata Hispania, S.L.","Art. 5 GDPR, Art. 6 GDPR, Art. 28 (3) g) GDPR",Failure to comply with data processing principles,NA,"<p>The company processed the personal data of the data subject despite the termination of the contractual relationships between the two parties, which is a violation of Art. 28 (3) g) GDPR.</p>
"
466,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,4000,Spanish Data Protection Authority (AEPD),2020-06-10,"Callesgarcia, S.L.","Art. 5 GDPR, Art. 6 GDPR",Failure to comply with data processing principles,NA,"<p>The company used a personal photo of the data subjects for marketing purposes without a sufficient legal basis.</p>
"
467,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,60000,Spanish Data Protection Authority (AEPD),2020-06-10,Lycamobile,"Art. 5 GDPR, Art. 6 GDPR",Failure to comply with data processing principles,NA,"<p>The company was fined to the unlawful processing of personal data without having the sufficient legal basis, due to the incorrect information related to the owners of prepaid phone cards (the confusion was between the actual owners of the prepaid cards and the registered owners in the company’s business register).</p>
"
